id,transaction_time,card_token,merchant_address_country,cost_region,transaction_type,transaction_cost_type,transaction_personal_details_input,transaction_card_ownership_proof_method,state,amount_currency,amount_value,billing_amount_currency,billing_amount_value,interchange_currency,inter_change_fee,merchant_name,category
43273,2018-02-26 2:07:29,8c0b0603-12a6-47b5-82fa-3ffa87a0b88c,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,NONE,SUCCESS,GBP,1.5,GBP,1.5,GBP,0.0,TfL Travel Charge,TransportationSuburbanAndLoca
43276,2018-02-26 2:14:21,3a971774-4fbc-4b2f-b28b-4b7f52dadc91,NL,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,UNKNOWN,SUCCESS,EUR,4.85,EUR,4.85,EUR,0.01,UBER BV,Limousines
43285,2018-02-26 2:38:39,7e1c9102-6f53-44e7-a366-291954292d7a,UN,Intra,POS_PURCHASE,POS/ECOM,STRIPE,PIN,SUCCESS,USD,22.54,USD,22.54,USD,0.25,CHIPOTLE 0769,FastFoodRestaurants
43287,2018-02-26 2:39:05,7236a09f-1574-4e6e-9074-3ac062e59581,UN,Intra,POS_PURCHASE,POS/ECOM,STRIPE,PIN,SUCCESS,USD,28.67,USD,28.67,USD,0.32,WHISKY BAR,BarsCocktailLoungesDiscothe
43300,2018-02-26 3:22:57,60655f4f-236e-4931-b282-8be435040bdd,UN,Intra,ECOM_PURCHASE,POS/ECOM,ECOM,UNKNOWN,SUCCESS,USD,83.97,USD,83.97,USD,1.34,AMAZON MKTPLACE PMTS,BookStores
43319,2018-02-26 4:22:24,1ac4bfa1-0f9c-4690-9050-36be30153b11,TH,Intra,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,THB,5899.0,GBP,135.23,GBP,1.49,MACVET-PATTAYA,VeterinaryServices
43322,2018-02-26 4:23:10,7236a09f-1574-4e6e-9074-3ac062e59581,UN,Intra,POS_PURCHASE,POS/ECOM,MANUAL,NONE,SUCCESS,USD,16.31,USD,16.31,USD,0.26,PINTXO,EatingPlacesRestaurants
43350,2018-02-26 6:13:29,3897e097-80fd-4cc1-8df1-b60c5ac03981,TH,Intra,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,THB,319.0,GBP,7.31,GBP,0.12,GRABTAXI (THAILAND) CO,Limousines
43353,2018-02-26 6:19:40,08ce2a1d-3111-48e1-8723-dc28ed24a149,DE,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,EUR,15.0,EUR,15.0,EUR,0.03,1&1 MAIL&MEDIA GMBH,OtherServicesNotElsewhereCla
43381,2018-02-26 7:09:23,35ceb747-1cd9-4bbc-97ac-8ce4a61b2336,SK,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,EUR,2.8,EUR,2.8,EUR,0.01,LUXFOOD S.R.O.,EatingPlacesRestaurants
43398,2018-02-26 7:28:28,af3de5af-3907-450e-9a76-be9ced72c8c5,GB,Domestic,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,DKK,2000.0,GBP,236.97,GBP,0.47,Revolut*3161*,RFinancialInstitutionsMe
43422,2018-02-26 7:51:55,adb3c184-33e3-4a47-8493-78cc117a9c85,SE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,SEK,35.0,GBP,3.08,GBP,0.01,7-ELEVEN 4116150,FastFoodRestaurants
43463,2018-02-26 7:59:10,ed39695c-a026-42ce-865d-8062a56ec18b,NL,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,EUR,3.63,EUR,3.63,EUR,0.01,UBER SUSZK HELP.UBER.C,Limousines
43487,2018-02-26 8:25:35,7bab70c6-42f1-4991-9183-e7e4540815aa,GB,Domestic,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,GBP,15.95,GBP,15.95,GBP,0.03,PAYPAL *LIKUNMING,VarietyStores
43488,2018-02-26 8:25:38,7bab70c6-42f1-4991-9183-e7e4540815aa,GB,Domestic,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,GBP,2.9,GBP,2.9,GBP,0.01,PAYPAL *SUPRIZEBOX,ElectronicSales
43489,2018-02-26 8:25:41,7bab70c6-42f1-4991-9183-e7e4540815aa,GB,Domestic,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,GBP,3.49,GBP,3.49,GBP,0.01,PAYPAL *EXCLUSIVEGA,TelecommunicationEquipmentIncl
43491,2018-02-26 8:25:44,7bab70c6-42f1-4991-9183-e7e4540815aa,GB,Domestic,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,GBP,9.99,GBP,9.99,GBP,0.02,PAYPAL *QUALITYBASI,ChildrenSAndInfantsWearSto
43510,2018-02-26 8:44:40,8c0b0603-12a6-47b5-82fa-3ffa87a0b88c,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,GBP,2.0,GBP,2.0,GBP,0.0,SUBWAY,EatingPlacesRestaurants
43512,2018-02-26 8:48:55,3ba100e6-7503-4b99-9b38-2901e82c1eb3,GB,Domestic,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,USD,155.9,USD,155.9,USD,0.31,Revolut*6360*,RFinancialInstitutionsMe
43516,2018-02-26 8:50:38,8e9cdbc8-830a-40f1-a3aa-4658356221c5,UN,Intra,ECOM_PURCHASE,POS/ECOM,ECOM,UNKNOWN,SUCCESS,USD,1414.29,USD,1414.29,USD,22.63,APL*APPLE ONLINE STORE,ElectronicSales
43517,2018-02-26 8:50:40,174804bf-2352-4ab4-b96f-f5cedf340906,ES,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,EUR,16.23,EUR,16.23,EUR,0.03,SUPERMERC  PLAYA DEL C,GroceryStoresSupermarkets
43518,2018-02-26 8:51:32,7bab70c6-42f1-4991-9183-e7e4540815aa,GB,Domestic,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,EUR,50.0,EUR,50.0,EUR,0.1,Revolut*7505*,RFinancialInstitutionsMe
43567,2018-02-26 9:37:13,7bab70c6-42f1-4991-9183-e7e4540815aa,LT,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,EUR,537.23,EUR,537.23,EUR,1.07,APOTHECA VAISTINE 1 A.,DrugStoresPharmacies
43589,2018-02-26 9:53:27,174804bf-2352-4ab4-b96f-f5cedf340906,HU,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,HUF,2890.0,GBP,8.18,GBP,0.02,LIBRI.HU,BookStores
43613,2018-02-26 10:16:52,6650ebbe-5a09-422e-994f-4d61418f4523,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,GBP,12.9,GBP,12.9,GBP,0.03,WAITROSE,GroceryStoresSupermarkets
43631,2018-02-26 10:35:42,8e1b60ce-e717-40d0-b9ce-81209b2ddcf4,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,GBP,2.65,GBP,2.65,GBP,0.01,STARBUCKS,FastFoodRestaurants
43639,2018-02-26 10:40:37,e099e44b-356f-4fab-9b6a-465726f2ec7f,ES,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,EUR,22.12,EUR,22.12,EUR,0.04,LIDL COIN,GroceryStoresSupermarkets
43657,2018-02-26 11:00:56,596772ba-9598-44b9-9ad1-4d9992630ac6,NL,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,NONE,SUCCESS,EUR,2.2,EUR,2.2,EUR,0.0,Coffee Fellows,EatingPlacesRestaurants
43661,2018-02-26 11:04:00,060f4c2f-45fa-42d1-96e1-284452bf1e80,ID,Intra,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,GBP,19.62,GBP,19.62,GBP,0.22,Ibis Budget Menteng Jk,LodgingHotelsMotelsResorts
43664,2018-02-26 11:05:45,7b018270-2bcb-41c2-a951-573dccd866f2,PL,Inter,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,PLN,50.0,PLN,50.0,PLN,-2.15,02906 1089N5884C,ZMemberFinancialInstitut
43666,2018-02-26 11:07:07,6ab8559d-98a4-402d-9409-c3049dcee75d,EE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,EUR,3.15,EUR,3.15,EUR,0.01,VEERENNI CAFE .VEERENN,FastFoodRestaurants
43674,2018-02-26 11:10:47,2fb13cb3-825b-4526-a68a-c329e662da7c,EE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,EUR,5.3,EUR,5.3,EUR,0.01,TOMMI GRILL TAT.TATARI,FastFoodRestaurants
43682,2018-02-26 11:13:29,8e8a112b-ac14-4a20-8deb-39e0965a0c45,EE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,EUR,4.3,EUR,4.3,EUR,0.01,TOMMI GRILL VI.VIRU VA,FastFoodRestaurants
43695,2018-02-26 11:21:04,96d147b7-e4bb-46ab-84d5-659a4597bfe6,EE,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,EUR,8.55,EUR,8.55,EUR,0.02,VEERENNI CAFE .VEERENN,FastFoodRestaurants
43710,2018-02-26 11:25:05,2fb13cb3-825b-4526-a68a-c329e662da7c,EE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,EUR,4.0,EUR,4.0,EUR,0.01,ONWINE VEINIPOO.TATARI,PackageStoresBeerWineLiqu
43725,2018-02-26 11:37:11,ee19e8c7-cd0a-4aca-a345-b8a2976f88c0,EE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,EUR,6.52,EUR,6.52,EUR,0.01,VEERENNI CAFE .VEERENN,FastFoodRestaurants
43738,2018-02-26 11:43:20,2e267af2-f09a-49e9-abf0-48fb83a44265,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,GBP,2.19,GBP,2.19,GBP,0.0,LIBERTY BOUNDS,EatingPlacesRestaurants
43783,2018-02-26 12:05:26,4cdf260b-1ecc-4802-9d8f-6e131deeaa8d,SE,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,SEK,88.0,GBP,7.74,GBP,0.02,PIZZA HUT 224,EatingPlacesRestaurants
43786,2018-02-26 12:07:09,39477767-5107-4119-8f8f-93cb1bcacdd8,ES,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,EUR,9.5,EUR,9.5,EUR,0.02,bru barcelona,EatingPlacesRestaurants
43812,2018-02-26 12:30:59,32f621ff-6d44-479e-8c01-877b587ab588,HU,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,HUF,12165.0,GBP,34.43,GBP,0.07,AZSIA BT.,MiscellaneousFoodStoresConven
43851,2018-02-26 13:00:12,4276e10c-693c-4bd9-99e0-4b399281bed7,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,GBP,10.0,GBP,10.0,GBP,0.02,COOKDAILY,EatingPlacesRestaurants
43864,2018-02-26 13:05:32,3897e097-80fd-4cc1-8df1-b60c5ac03981,NL,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,THB,128.23,GBP,2.94,GBP,0.01,Uber BV,Limousines
43875,2018-02-26 13:12:18,174804bf-2352-4ab4-b96f-f5cedf340906,ES,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,EUR,31.0,EUR,31.0,EUR,0.06,BARBER SHOP,BarberAndBeautyShops
43885,2018-02-26 13:18:25,991b1fff-64c7-4985-96e5-ebb715efbda9,HU,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,HUF,1590.0,GBP,4.5,GBP,0.01,DEAR BUDAPEST,EatingPlacesRestaurants
43890,2018-02-26 13:19:48,39477767-5107-4119-8f8f-93cb1bcacdd8,ES,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,EUR,10.8,EUR,10.8,EUR,0.02,HIDDEN CAFE,BarsCocktailLoungesDiscothe
43900,2018-02-26 13:30:22,32f621ff-6d44-479e-8c01-877b587ab588,HU,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,HUF,1230.0,GBP,3.48,GBP,0.01,VIZI E'S SZEZON SPORTB,SportingGoodsStores
43918,2018-02-26 13:43:47,deb90194-cf37-4c5f-b96b-3a0dae9d4f2d,PT,Inter,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,EUR,50.0,EUR,50.0,EUR,-0.56,Gr Desportivo Cultura,ZMemberFinancialInstitut
43919,2018-02-26 13:44:49,3dcf0adc-c5eb-45b7-8a2c-3de3b68c3a6c,EE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,EUR,2.54,EUR,2.54,EUR,0.01,ICA AB/TATARI RIMI ISE,GroceryStoresSupermarkets
43921,2018-02-26 13:45:57,6650ebbe-5a09-422e-994f-4d61418f4523,GB,Domestic,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,GBP,217.34,GBP,217.34,GBP,0.43,EVERPRESS,MenSAndWomenSClothingStore
43926,2018-02-26 13:49:22,7bab70c6-42f1-4991-9183-e7e4540815aa,LT,Inter,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,EUR,50.0,EUR,50.0,EUR,-0.56,SEB ATM327 CASH RAUDON,ZMemberFinancialInstitut
43936,2018-02-26 14:00:19,24f35989-9ff1-433c-9974-bfad7be1663b,PT,Inter,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,EUR,40.0,EUR,40.0,EUR,-0.55,Av D Carlos I. 45-49,ZMemberFinancialInstitut
44017,2018-02-26 14:22:44,6bc5f512-ea6c-4ecd-a4fd-602dfadf7c5f,HU,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,HUF,700.0,GBP,1.98,GBP,0.0,BKK AUTOMATA - B31,BusLines
44081,2018-02-26 15:05:17,060f4c2f-45fa-42d1-96e1-284452bf1e80,ID,Intra,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,IDR,1346730.0,GBP,71.11,GBP,0.78,LARA DJONGGRANG,EatingPlacesRestaurants
44087,2018-02-26 15:12:26,7c8b79e0-ac54-4f0e-9718-f503b07d6dbd,ES,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,EUR,24.5,EUR,24.5,EUR,0.05,CLEAN OCEAN PROJECT CO,FamilyClothingStores
44102,2018-02-26 15:23:08,d3b5bfb6-e450-4051-8a33-5725364fe57f,PT,Inter,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,EUR,40.0,EUR,40.0,EUR,-0.55,Av C Bordalo Pinheiro,ZMemberFinancialInstitut
44104,2018-02-26 15:24:36,7bab70c6-42f1-4991-9183-e7e4540815aa,LT,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,EUR,6.5,EUR,6.5,EUR,0.01,UAB  Kautra,BusLines
44112,2018-02-26 15:34:50,174804bf-2352-4ab4-b96f-f5cedf340906,ES,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,EUR,67.65,EUR,67.65,EUR,0.14,RESTAURANTE LA LINTERN,EatingPlacesRestaurants
44118,2018-02-26 15:37:28,3a971774-4fbc-4b2f-b28b-4b7f52dadc91,NL,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,EUR,4.66,EUR,4.66,EUR,0.01,UBER MFYND HELP.UBER.C,Limousines
44122,2018-02-26 15:40:31,39477767-5107-4119-8f8f-93cb1bcacdd8,ES,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,EUR,22.0,EUR,22.0,EUR,0.04,HIDDEN CAFE,BarsCocktailLoungesDiscothe
44146,2018-02-26 15:55:00,ed39695c-a026-42ce-865d-8062a56ec18b,NL,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,EUR,4.0,EUR,4.0,EUR,0.01,UBER LSKJ4 HELP.UBER.C,Limousines
44151,2018-02-26 15:56:58,ed39695c-a026-42ce-865d-8062a56ec18b,EE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,EUR,1.5,EUR,1.5,EUR,0.0,MYFITNESS POST.NARVA M,AthleticFieldsCommercialSpor
44165,2018-02-26 16:06:42,2e267af2-f09a-49e9-abf0-48fb83a44265,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,GBP,3.49,GBP,3.49,GBP,0.01,POD,FastFoodRestaurants
44168,2018-02-26 16:09:05,6650ebbe-5a09-422e-994f-4d61418f4523,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,GBP,6.29,GBP,6.29,GBP,0.01,SINGH CONVENIENCE S,MiscellaneousFoodStoresConven
44201,2018-02-26 16:21:52,3897e097-80fd-4cc1-8df1-b60c5ac03981,TH,Intra,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,THB,11793.54,GBP,270.27,GBP,2.97,SIAM KEMPINSKI HOTEL,LodgingHotelsMotelsResorts
44208,2018-02-26 16:28:30,6650ebbe-5a09-422e-994f-4d61418f4523,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,NONE,SUCCESS,GBP,3.0,GBP,3.0,GBP,0.01,TfL Travel Charge,TransportationSuburbanAndLoca
44211,2018-02-26 16:30:50,d8557ce0-7e5b-4a14-90fe-2c469ad68918,IT,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,EUR,20.02,EUR,20.02,EUR,0.04,NUOVA SIDAP SRL 9207 O,ServiceStationsWithOrWithou
44212,2018-02-26 16:32:33,7c8b79e0-ac54-4f0e-9718-f503b07d6dbd,ES,Inter,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,EUR,40.0,EUR,40.0,EUR,-0.55,LA CAIXA    6386,ZMemberFinancialInstitut
44229,2018-02-26 16:45:55,6650ebbe-5a09-422e-994f-4d61418f4523,GB,Domestic,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,GBP,35.0,GBP,35.0,GBP,0.07,POWERLEAGUE BARNET,AthleticFieldsCommercialSpor
44231,2018-02-26 16:47:19,4b016fd2-cb84-433e-90e6-4a6135dacb2f,GI,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,GBP,7.7,GBP,7.7,GBP,0.02,CEPSA GIB,ServiceStationsWithOrWithou
44239,2018-02-26 16:50:27,3897e097-80fd-4cc1-8df1-b60c5ac03981,NL,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,UNKNOWN,SUCCESS,THB,126.22,GBP,2.89,GBP,0.01,UBER BV,Limousines
44244,2018-02-26 16:53:30,cb3aa66f-cc7b-4c13-b7cd-91e2d4d24824,SK,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,EUR,10.33,EUR,10.33,EUR,0.02,IKEA BRATISLAVA. S.R.O,MiscellaneousHouseFurnishingS
44247,2018-02-26 16:54:46,cb3aa66f-cc7b-4c13-b7cd-91e2d4d24824,SK,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,EUR,0.89,EUR,0.89,EUR,0.0,IKEA BRATISLAVA. S.R.O,MiscellaneousHouseFurnishingS
44251,2018-02-26 16:59:21,35ceb747-1cd9-4bbc-97ac-8ce4a61b2336,SK,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,EUR,1.3,EUR,1.3,EUR,0.0,BILLA SPOL S R O,GroceryStoresSupermarkets
44263,2018-02-26 17:09:03,0f712a4b-a755-4c4f-a888-ec6aa85816c6,UN,Intra,ECOM_PURCHASE,POS/ECOM,ECOM,UNKNOWN,SUCCESS,USD,59.99,USD,59.99,USD,0.96,INMOTIONHOSTING.COM,ComputerNetworkInformationSer
44284,2018-02-26 17:23:16,174804bf-2352-4ab4-b96f-f5cedf340906,ES,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,EUR,6.8,EUR,6.8,EUR,0.01,DESIGUAL YUMBO,FamilyClothingStores
44286,2018-02-26 17:24:11,d3b5bfb6-e450-4051-8a33-5725364fe57f,PT,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,EUR,3.43,EUR,3.43,EUR,0.01,MINIPRECO,GroceryStoresSupermarkets
44305,2018-02-26 17:40:12,174804bf-2352-4ab4-b96f-f5cedf340906,ES,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,EUR,7.45,EUR,7.45,EUR,0.01,SPAR PUERTO DE MOGAN,GroceryStoresSupermarkets
44334,2018-02-26 18:04:25,7236a09f-1574-4e6e-9074-3ac062e59581,UN,Intra,POS_PURCHASE,POS/ECOM,STRIPE,NONE,SUCCESS,USD,1.25,USD,1.25,USD,0.01,USA TECH-VEN*USA*CANTE,FastFoodRestaurants
44337,2018-02-26 18:07:22,4e1a44cc-efd5-4e03-818c-d4cf9cb6aab3,NO,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,NOK,245.02,GBP,22.45,GBP,0.04,REMA NANNESTAD,GroceryStoresSupermarkets
44340,2018-02-26 18:10:11,6650ebbe-5a09-422e-994f-4d61418f4523,GB,Domestic,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,GBP,70.0,GBP,70.0,GBP,0.14,POWERLEAGUE BARNET,AthleticFieldsCommercialSpor
44376,2018-02-26 18:38:58,85598820-7586-4a80-bf05-e3e22651bf8a,GB,Domestic,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,GBP,14.08,GBP,14.08,GBP,0.03,PAYPAL *GEARBEST,VarietyStores
44408,2018-02-26 18:58:44,4b016fd2-cb84-433e-90e6-4a6135dacb2f,ES,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,EUR,1.98,EUR,1.98,EUR,0.0,LIDL MANILVA,GroceryStoresSupermarkets
44424,2018-02-26 19:10:01,3e78896e-1fe4-4fe1-8273-0bf57c75bdf0,GB,Domestic,ECOM_PURCHASE,POS/ECOM,ECOM,UNKNOWN,SUCCESS,USD,84.64,USD,84.64,USD,0.17,AIRBNB * HM9DCBQFRP,LodgingHotelsMotelsResorts
44426,2018-02-26 19:10:46,3ba100e6-7503-4b99-9b38-2901e82c1eb3,ES,Inter,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,EUR,500.0,EUR,500.0,EUR,-1.1,IBERCAJA,ZMemberFinancialInstitut
44437,2018-02-26 19:20:45,7713e0b0-ffbe-4c03-b3f8-7efdec685b74,ES,Inter,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,EUR,61.8,EUR,61.8,EUR,0.0,BANCOSABADELL,ZMemberFinancialInstitut
44440,2018-02-26 19:23:46,26126009-f99e-444a-9383-62d5d88eef32,PL,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,PLN,99.0,PLN,99.0,PLN,0.2,Bar Koszyki,EatingPlacesRestaurants
44467,2018-02-26 19:41:14,ce6730ad-e0ce-4bee-a3ef-e33e4859506e,IE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,EUR,24.0,EUR,24.0,EUR,0.05,SUPERVALU,GroceryStoresSupermarkets
44468,2018-02-26 19:42:14,6650ebbe-5a09-422e-994f-4d61418f4523,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,GBP,19.32,GBP,19.32,GBP,0.04,ICELAND,GroceryStoresSupermarkets
44481,2018-02-26 19:54:28,6650ebbe-5a09-422e-994f-4d61418f4523,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,GBP,15.82,GBP,15.82,GBP,0.03,WAITROSE,GroceryStoresSupermarkets
44487,2018-02-26 20:00:55,ce6730ad-e0ce-4bee-a3ef-e33e4859506e,IE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,EUR,12.0,EUR,12.0,EUR,0.02,TREACYS SUPERVALU CHUR,GroceryStoresSupermarkets
44500,2018-02-26 20:13:05,9f64f4b4-fb49-4e0a-aa1e-898d4acac3f2,UN,Intra,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,USD,82.0,USD,82.0,USD,-0.75,WALMART SUPERCENTER 21,ZMemberFinancialInstitut
44529,2018-02-26 20:39:55,1f6b12b8-f3ff-4128-b45f-2cbd18fe3c8b,GB,Domestic,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,GBP,11.5,GBP,11.5,GBP,0.02,TFL BUSINESS BOPS WEB,BridgeAndRoadFeesTolls
44531,2018-02-26 20:42:17,7c8b79e0-ac54-4f0e-9718-f503b07d6dbd,ES,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,EUR,26.6,EUR,26.6,EUR,0.05,LA VACA AZUL,EatingPlacesRestaurants
44592,2018-02-26 22:06:42,d6c7a6e0-a5fb-413d-8a77-04e5c30d4cfb,GB,Domestic,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,GBP,20.0,GBP,20.0,GBP,-0.16,CAMBRIDGE STATION ATM,ZMemberFinancialInstitut
44642,2018-02-26 23:50:23,7236a09f-1574-4e6e-9074-3ac062e59581,UN,Intra,POS_PURCHASE,POS/ECOM,STRIPE,PIN,SUCCESS,USD,5.66,USD,5.66,USD,0.06,MIGHTY-O DONUTS,FastFoodRestaurants
44659,2018-02-27 0:32:02,dc726dd3-a091-4aad-8165-79521f490a5d,GB,Domestic,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,GBP,14.7,GBP,14.7,GBP,0.03,Just Eat,FastFoodRestaurants
44689,2018-02-27 1:24:36,7e1c9102-6f53-44e7-a366-291954292d7a,UN,Intra,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,USD,248.0,USD,248.0,USD,2.73,393-MICHAEL KORS(DFA),DutyFreeStores
44694,2018-02-27 1:37:14,7e1c9102-6f53-44e7-a366-291954292d7a,UN,Intra,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,USD,7.93,USD,7.93,USD,0.09,JFK T7 APT 7B DELL &,EatingPlacesRestaurants
44722,2018-02-27 3:10:50,9f06b5e6-fef0-490b-9e12-0b9d02631dbd,IN,Intra,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,INR,268.0,GBP,2.98,GBP,0.03,SHALIMAR HOTEL,EatingPlacesRestaurants
44726,2018-02-27 3:25:37,0a55fbf9-0350-4047-96f9-ace6942b132d,UN,Intra,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,USD,513.75,USD,513.75,USD,8.22,Upwork,BusinessServicesNotElsewhere
44740,2018-02-27 4:23:24,060f4c2f-45fa-42d1-96e1-284452bf1e80,ID,Intra,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,IDR,703437.0,GBP,37.14,GBP,0.41,PLAZA BALI DUTY FREE,DepartmentStores
44755,2018-02-27 6:06:21,9f06b5e6-fef0-490b-9e12-0b9d02631dbd,IN,Intra,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,INR,390.0,GBP,4.34,GBP,0.05,LE PAIN QUOTIDIEN,EatingPlacesRestaurants
