id,transaction_time,card_token,merchant_address_country,cost_region,transaction_type,transaction_cost_type,transaction_personal_details_input,transaction_card_ownership_proof_method,state,amount_currency,amount_value,billing_amount_currency,billing_amount_value,interchange_currency,inter_change_fee,merchant_name,category,conversion_revenue_gbp,total_revenue_gbp,total_cost_gbp,profit_gbp
77636,2018-03-17 1:08:11,d3b5bfb6-e450-4051-8a33-5725364fe57f,NL,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,EUR,5.12,EUR,5.12,EUR,0.01,UBER 4KWUD HELP.UBER.C,Limousines,0.0,0.0087951,0.058649072639999994,-0.049853972639999994
77653,2018-03-17 1:28:06,e6af604f-973f-416d-86c9-5521425d2de4,UN,Intra,POS_PURCHASE,POS/ECOM,STRIPE,NONE,SUCCESS,USD,25.78,USD,25.78,USD,0.28,MI GARBA,EatingPlacesRestaurants,0.0,0.20863276000000003,0.035388604675,0.17324415532500004
77661,2018-03-17 1:43:01,9246ab6e-8e73-4ec9-b816-06fac6c1adbb,UN,Intra,POS_PURCHASE,POS/ECOM,STRIPE,UNKNOWN,SUCCESS,USD,15.21,USD,15.21,USD,0.17,SCHILLING CIDER HOUSE,EatingPlacesRestaurants,0.0,0.12666989,0.045233463037500005,0.0814364269625
77666,2018-03-17 1:53:02,b86d5256-ecb5-4a12-8067-af6a0df6796a,IE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,EUR,21.48,EUR,21.48,EUR,0.04,Spar Dame Street,MiscellaneousFoodStoresConven,0.0,0.0351804,0.05433243756,-0.01915203756
77679,2018-03-17 2:11:38,8d192c45-5e92-4642-959e-bba1d95ed638,ES,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,EUR,3.5,EUR,3.5,EUR,0.01,SORENA HOSTELERIA SL,FastFoodRestaurants,0.0,0.0087951,0.059076514499999996,-0.050281414499999996
77683,2018-03-17 2:13:48,60655f4f-236e-4931-b282-8be435040bdd,UN,Intra,ECOM_PURCHASE,POS/ECOM,ECOM,UNKNOWN,SUCCESS,USD,10.1,USD,10.1,USD,0.16,UBER   *TRIP V3EQQ,Limousines,0.0,0.11921872,0.049992897875,0.069225822125
77712,2018-03-17 2:51:28,8c0b0603-12a6-47b5-82fa-3ffa87a0b88c,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,NONE,SUCCESS,GBP,7.9,GBP,7.9,GBP,0.02,TfL Travel Charge,TransportationSuburbanAndLoca,0.0,0.02,0.0436,-0.0236
77725,2018-03-17 3:03:41,b1fb0a86-51ab-460f-bfac-4236c5517fd1,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,NONE,SUCCESS,GBP,6.3,GBP,6.3,GBP,0.01,TfL Travel Charge,TransportationSuburbanAndLoca,0.0,0.01,0.0468,-0.0368
77729,2018-03-17 3:06:18,b3bd4720-c2a8-4eb2-92cc-515979ffd5be,CA,Intra,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,CAD,43.62,GBP,23.99,GBP,0.26,HIGH MOUNTAIN BREWING,BarsCocktailLoungesDiscothe,-1.0914127600000008,-0.8314127600000008,0.028048234050000002,-0.8594609940500008
77752,2018-03-17 3:46:36,ccb25949-c1c1-4c23-81c9-7bdeb89e709d,CA,Intra,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,CAD,19.83,GBP,10.91,GBP,0.12,FOLLY BREW PUB,EatingPlacesRestaurants,-0.49221033999999975,-0.37221033999999975,0.045147237075000006,-0.41735757707499976
77760,2018-03-17 4:25:38,0a55fbf9-0350-4047-96f9-ace6942b132d,UN,Intra,ECOM_PURCHASE,POS/ECOM,ECOM,UNKNOWN,SUCCESS,USD,1.04,USD,1.04,USD,0.02,TIGIT MOTORBIKES,ProfessionalServicesNotElsewh,0.0,0.01490234,0.05843134790000001,-0.04352900790000001
77774,2018-03-17 4:40:31,60655f4f-236e-4931-b282-8be435040bdd,UN,Intra,ECOM_PURCHASE,POS/ECOM,ECOM,UNKNOWN,SUCCESS,USD,10.0,USD,10.0,USD,0.16,UBER   *TRIP XMQAS,Limousines,0.0,0.11921872,0.0500860375,0.0691326825
77776,2018-03-17 4:47:25,9f64f4b4-fb49-4e0a-aa1e-898d4acac3f2,UN,Intra,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,USD,10.99,USD,10.99,USD,0.18,EPOCH.COM   *MULTIMEDI,DirectMarketingInboundTelemar,0.0,0.13412106000000001,0.049163955212500006,0.08495710478750002
77778,2018-03-17 4:53:53,9f64f4b4-fb49-4e0a-aa1e-898d4acac3f2,UN,Intra,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,USD,44.99,USD,44.99,USD,0.72,EPOCH.COM   *MULTIMEDI,DirectMarketingInboundTelemar,0.0,0.5364842400000001,0.017496482712499997,0.5189877572875
77799,2018-03-17 5:34:51,9f64f4b4-fb49-4e0a-aa1e-898d4acac3f2,UN,Intra,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,USD,20.99,USD,20.99,USD,0.34,EPOCH.COM   *MULTIMEDI,DirectMarketingInboundTelemar,0.0,0.25333978,0.0398499927125,0.2134897872875
77803,2018-03-17 5:44:33,9f64f4b4-fb49-4e0a-aa1e-898d4acac3f2,UN,Intra,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,USD,62.99,USD,62.99,USD,1.01,EPOCH.COM   *MULTIMEDI,DirectMarketingInboundTelemar,0.0,0.75256817,0.0007313502124999954,0.7518368197874999
77830,2018-03-17 6:35:16,6de02dfe-8113-4392-8b76-eedddf375aca,IE,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,UNKNOWN,SUCCESS,GBP,2.99,GBP,2.99,GBP,0.01,ITUNES.COM/BILL,RecordShops,0.0,0.01,0.059102999999999996,-0.049102999999999994
77831,2018-03-17 6:35:18,6de02dfe-8113-4392-8b76-eedddf375aca,IE,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,UNKNOWN,SUCCESS,GBP,0.79,GBP,0.79,GBP,0.0,ITUNES.COM/BILL,RecordShops,0.0,0.0,0.059763,-0.059763
77837,2018-03-17 6:41:46,ce43ccbe-55d4-44d3-bbde-9eacb111a503,HU,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,HUF,940.0,GBP,2.68,GBP,0.01,MLINAR PE'KSE'G MADA'C,MiscellaneousFoodStoresConven,0.09406000000000025,0.10406000000000025,0.059224217999999995,0.044835782000000254
77855,2018-03-17 7:16:32,21f1da06-0748-45dd-829f-eed8062674b5,DE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,EUR,5.78,EUR,5.78,EUR,0.01,Aral Station 191364108,ServiceStationsWithOrWithou,0.0,0.0087951,0.05847492966,-0.04967982966
77861,2018-03-17 7:22:44,d2438497-9290-4f2e-bb62-03de16d304af,CZ,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,CZK,87.3,GBP,3.04,GBP,0.01,Tesco Praha Novy Smich,GroceryStoresSupermarkets,0.05748280000000028,0.06748280000000027,0.05910524484,0.008377555160000272
77882,2018-03-17 7:36:04,241d0a92-8c56-47f9-96a0-3bbcd7c9c931,CZ,Inter,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,CZK,100.0,GBP,3.48,GBP,-0.45,CSOB 0343 OLOMOUC,ZMemberFinancialInstitut,0.0636000000000001,-0.3863999999999999,0.10680468,-0.4932046799999999
77887,2018-03-17 7:42:30,241d0a92-8c56-47f9-96a0-3bbcd7c9c931,CZ,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,CZK,29.7,GBP,1.03,GBP,0.0,ALBERT 0219,GroceryStoresSupermarkets,0.015329200000000043,0.015329200000000043,0.059695598759999996,-0.04436639875999995
77891,2018-03-17 7:49:26,241d0a92-8c56-47f9-96a0-3bbcd7c9c931,CZ,Inter,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,CZK,200.0,GBP,6.97,GBP,-0.45,Air Bank 2228,ZMemberFinancialInstitut,0.1372,-0.3128,0.15360936,-0.46640936
77930,2018-03-17 8:22:18,7c8b79e0-ac54-4f0e-9718-f503b07d6dbd,EE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,EUR,2.5,EUR,2.5,EUR,0.01,LEVAIN PAGAR,Bakeries,0.0,0.0087951,0.05934036749999999,-0.05054526749999999
77933,2018-03-17 8:24:34,4b70fd00-4b85-431d-ab8d-553a962c6889,FR,Inter,POS_PURCHASE,POS/ECOM,MANUAL,NONE,SUCCESS,EUR,10.99,EUR,10.99,EUR,0.02,AMAZON PAYMENTS,DirectMarketingCombinationCat,0.0,0.0175902,0.05710025552999999,-0.03951005552999999
77966,2018-03-17 8:52:41,7e1c9102-6f53-44e7-a366-291954292d7a,IE,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,GBP,11.99,GBP,11.99,GBP,0.02,Udemy,ComputerProgrammingDataProce,0.0,0.02,0.05640299999999998,-0.03640299999999998
77986,2018-03-17 8:58:46,991b1fff-64c7-4985-96e5-ebb715efbda9,HU,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,HUF,690.0,GBP,1.97,GBP,0.0,KFC PIARIST,EatingPlacesRestaurants,0.07180999999999993,0.07180999999999993,0.059430543,0.012379456999999927
78012,2018-03-17 9:18:45,7e1c9102-6f53-44e7-a366-291954292d7a,IE,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,GBP,11.99,GBP,11.99,GBP,0.02,Udemy,ComputerProgrammingDataProce,0.0,0.02,0.05640299999999998,-0.03640299999999998
78051,2018-03-17 9:36:34,21f1da06-0748-45dd-829f-eed8062674b5,DE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,EUR,4.29,EUR,4.29,EUR,0.01,McDonald's,FastFoodRestaurants,0.0,0.0087951,0.05886807063,-0.05007297063
78066,2018-03-17 9:39:18,a9b34976-572a-4ff5-8720-6f3e9ae70656,DE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,EUR,6.9,EUR,6.9,EUR,0.01,Einstein Kaffee Shop u,EatingPlacesRestaurants,0.0,0.0087951,0.05817941430000001,-0.04938431430000001
78081,2018-03-17 9:43:37,d2438497-9290-4f2e-bb62-03de16d304af,CZ,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,CZK,72.0,GBP,2.51,GBP,0.01,PLZENSKY PRAZDROJ,CrystalAndGlasswareStores,0.050192000000000014,0.060192000000000016,0.0592620576,0.0009299424000000153
78103,2018-03-17 9:53:57,e099e44b-356f-4fab-9b6a-465726f2ec7f,ES,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,EUR,14.4,EUR,14.4,EUR,0.03,ALDI COIN,GroceryStoresSupermarkets,0.0,0.0263853,0.05620051680000002,-0.029815216800000016
78108,2018-03-17 9:56:31,e6b6d667-e61e-4b55-8e51-86446a65ed70,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,GBP,2.65,GBP,2.65,GBP,0.01,LA MOOK LTD,FastFoodRestaurants,0.0,0.01,0.0541,-0.0441
78125,2018-03-17 10:06:42,2c016bf2-3724-4641-b5e6-d31c356af1f7,NL,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,ZAR,34.0,GBP,2.05,GBP,0.0,UBER TRIP KR2MX HELP.U,Limousines,0.10802199999999984,0.10802199999999984,0.0594174066,0.04860459339999984
78129,2018-03-17 10:07:01,cb676b88-41c4-4138-a48d-c22ca93a2882,DE,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,EUR,38.05,EUR,38.05,EUR,0.08,242098  MARKTKAUF,GroceryStoresSupermarkets,0.0,0.0703608,0.04996039335000002,0.02040040664999998
78141,2018-03-17 10:10:17,7e1c9102-6f53-44e7-a366-291954292d7a,IE,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,GBP,11.99,GBP,11.99,GBP,0.02,Udemy,ComputerProgrammingDataProce,0.0,0.02,0.05640299999999998,-0.03640299999999998
78149,2018-03-17 10:12:38,fbe653a9-2dc2-42d6-aa29-5c7829e0afab,IN,Intra,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,INR,1238.0,GBP,13.72,GBP,0.15,TAYAS,GroceryStoresSupermarkets,0.05248000000000097,0.20248000000000096,0.042315599999999995,0.16016440000000098
78175,2018-03-17 10:22:34,2c016bf2-3724-4641-b5e6-d31c356af1f7,ZA,Intra,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,ZAR,87.58,GBP,5.28,GBP,0.06,PnP Crp Stellenbosch,GroceryStoresSupermarkets,0.2776931400000002,0.3376931400000002,0.053147116425,0.28454602357500025
78182,2018-03-17 10:26:44,ce43ccbe-55d4-44d3-bbde-9eacb111a503,HU,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,HUF,1990.0,GBP,5.68,GBP,0.01,STARBUCKS CASTLE,BarsCocktailLoungesDiscothe,0.20550999999999942,0.21550999999999942,0.05835765299999998,0.15715234699999944
78197,2018-03-17 10:30:58,4b016fd2-cb84-433e-90e6-4a6135dacb2f,ES,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,EUR,31.37,EUR,31.37,EUR,0.06,BRICOR LOS BARRIOS,GroceryStoresSupermarkets,0.0,0.0527706,0.051722931390000004,0.0010476686099999966
78228,2018-03-17 10:43:14,0235ff90-c74d-4d32-ace8-b28152a2959b,FR,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,EUR,126.17,EUR,126.17,EUR,0.25,CARREFOUR,GroceryStoresSupermarkets,0.0,0.2198775,0.02670966698999999,0.19316783301
78230,2018-03-17 10:44:12,ef96da01-e506-41cc-9f30-b81b856d0501,GB,Domestic,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,GBP,45.0,GBP,45.0,GBP,0.09,CAISHALTON OSTEOPATHIC,DoctorsNotElsewhereClassified,0.0,0.09,-0.030599999999999995,0.12059999999999998
78248,2018-03-17 10:52:15,3e78896e-1fe4-4fe1-8273-0bf57c75bdf0,PL,Inter,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,PLN,150.0,PLN,150.0,PLN,-2.29,BSR KRAKOW,ZMemberFinancialInstitut,0.0,-0.47078736,0.48247512,-0.95326248
78255,2018-03-17 10:54:47,162987a0-808f-4ece-ac3b-4f1ac8cfc1e8,FR,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,EUR,2.0,EUR,2.0,EUR,0.0,LA POSTE L740560 74 CH,PostalServicesGovernmentOnly,0.0,0.0,0.059472293999999995,-0.059472293999999995
78258,2018-03-17 10:56:34,f4ec0fe6-5f01-4c10-b4fd-e6c2cfd95b2f,FR,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,EUR,15.27,EUR,15.27,EUR,0.03,MONOPRIX,VarietyStores,0.0,0.0263853,0.055970964690000014,-0.029585664690000013
78260,2018-03-17 10:56:41,162987a0-808f-4ece-ac3b-4f1ac8cfc1e8,FR,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,EUR,2.0,EUR,2.0,EUR,0.0,LA POSTE L740560 74 CH,PostalServicesGovernmentOnly,0.0,0.0,0.059472293999999995,-0.059472293999999995
78317,2018-03-17 11:15:47,26126009-f99e-444a-9383-62d5d88eef32,PL,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,PLN,66.5,PLN,66.5,PLN,0.13,UNO QESTO,EatingPlacesRestaurants,0.0,0.02672592,0.05589859919999998,-0.029172679199999982
78339,2018-03-17 11:21:42,b9dd3fc3-6a91-42cf-9acc-a9664e652f53,ES,Inter,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,EUR,40.0,EUR,40.0,EUR,-0.55,CAJA DE AH Y PENSIONES,ZMemberFinancialInstitut,0.0,-0.48373050000000006,0.54197148,-1.02570198
78362,2018-03-17 11:31:55,6ab8559d-98a4-402d-9409-c3049dcee75d,EE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,EUR,7.8,EUR,7.8,EUR,0.02,SURFCAFE OU,FastFoodRestaurants,0.0,0.0175902,0.0579419466,-0.0403517466
78370,2018-03-17 11:34:03,ecc50f7a-6b54-413b-971b-fbb0b5f34efe,GB,Domestic,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,GBP,8.99,GBP,8.99,GBP,0.02,PAYPAL *TALLDAI,RecordShops,0.0,0.02,0.04142,-0.021419999999999998
78375,2018-03-17 11:37:40,32c7ab0a-e0f9-4f4c-a85b-62c7bef6049f,ZA,Intra,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,ZAR,120.0,GBP,7.24,GBP,0.08,SUMTING FRESH UNIT 12,RMiscellaneousAndSpecial,0.38595999999999986,0.4659599999999999,0.05083245,0.4151275499999999
78389,2018-03-17 11:45:05,495d1a72-e77c-4c1a-8275-320b51638ed9,CZ,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,CZK,92.4,GBP,3.22,GBP,0.01,ALBERT 0716,GroceryStoresSupermarkets,0.06324640000000015,0.07324640000000014,0.059052973919999995,0.014193426080000147
78403,2018-03-17 11:50:06,4b016fd2-cb84-433e-90e6-4a6135dacb2f,ES,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,GBP,73.41,GBP,73.41,GBP,0.15,NEUMATICOS SABINILLAS,AutomotiveServiceShops,0.0,0.15,0.03797700000000004,0.11202299999999996
78407,2018-03-17 11:52:20,32f621ff-6d44-479e-8c01-877b587ab588,HU,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,HUF,405.0,GBP,1.16,GBP,0.0,BIO ABC,GroceryStoresSupermarkets,0.045844999999999914,0.045844999999999914,0.05966575349999999,-0.013820753500000074
78410,2018-03-17 11:53:20,b1165af9-dc1d-420b-b74e-ae058fbb353c,LT,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,EUR,3.5,EUR,3.5,EUR,0.01,Crooked Nose&Coffee St,EatingPlacesRestaurants,0.0,0.0087951,0.059076514499999996,-0.050281414499999996
78414,2018-03-17 11:54:45,9b329e03-eb1d-4194-a672-f708a44742c4,JP,Intra,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,JPY,22420.0,GBP,152.85,GBP,0.31,JETSTAR-PDPDJC,Jetstar,0.21464000000000283,0.5246400000000029,-0.1313942,0.6560342000000029
78431,2018-03-17 12:00:50,b2ce863c-8b6c-4ca5-a773-0a7306483415,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,GBP,11.48,GBP,11.48,GBP,0.02,MORRISONS,GroceryStoresSupermarkets,0.0,0.02,0.03644,-0.01644
78466,2018-03-17 12:11:13,2c016bf2-3724-4641-b5e6-d31c356af1f7,ZA,Intra,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,ZAR,360.0,GBP,21.53,GBP,0.24,Webtickets,ComputerProgrammingDataProce,0.967880000000001,1.207880000000001,0.03369735000000001,1.174182650000001
78472,2018-03-17 12:13:33,d2438497-9290-4f2e-bb62-03de16d304af,CZ,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,CZK,150.7,GBP,5.25,GBP,0.01,MOL - BRNO - D1 - 604,ServiceStationsWithOrWithou,0.10148520000000083,0.11148520000000083,0.05845544555999999,0.05302975444000083
78565,2018-03-17 12:41:16,7e1c9102-6f53-44e7-a366-291954292d7a,IE,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,GBP,11.99,GBP,11.99,GBP,0.02,Udemy,ComputerProgrammingDataProce,0.0,0.02,0.05640299999999998,-0.03640299999999998
78570,2018-03-17 12:42:29,32c7ab0a-e0f9-4f4c-a85b-62c7bef6049f,ZA,Intra,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,ZAR,69.0,GBP,4.13,GBP,0.05,HIROSCENE,RMiscellaneousAndSpecial,0.18892699999999962,0.2389269999999996,0.05447365875,0.18445334124999962
78578,2018-03-17 12:44:24,5be3c6ef-b91a-441f-abd5-5cdebc4e1eeb,NL,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,EUR,17.5,EUR,17.5,EUR,0.04,Ticketscript,TheatricalProducersExceptMot,0.0,0.0351804,0.055382572500000005,-0.020202172500000004
78579,2018-03-17 12:44:55,7e1c9102-6f53-44e7-a366-291954292d7a,IE,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,GBP,11.99,GBP,11.99,GBP,0.02,Udemy,ComputerProgrammingDataProce,0.0,0.02,0.05640299999999998,-0.03640299999999998
78584,2018-03-17 12:45:56,c7e2ef4a-724a-4a96-a831-0c9653a230bc,UN,Intra,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,RON,27.75,GBP,5.27,GBP,0.01,MOBILPAY*NETOPIA SRL,TelecommunicationServicesPrepa,0.04592374999999915,0.055923749999999155,0.0528699046875,0.003053845312499158
78610,2018-03-17 12:55:59,ee19e8c7-cd0a-4aca-a345-b8a2976f88c0,EE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,EUR,13.9,EUR,13.9,EUR,0.03,BUONGIORNO.MERIVALJA T,EatingPlacesRestaurants,0.0,0.0263853,0.05633244330000001,-0.029947143300000006
78638,2018-03-17 13:05:24,35ceb747-1cd9-4bbc-97ac-8ce4a61b2336,SK,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,EUR,2.7,EUR,2.7,EUR,0.01,COKOLADOVNA MLSNA,EatingPlacesRestaurants,0.0,0.0087951,0.0592875969,-0.0504924969
78660,2018-03-17 13:14:58,4e1a44cc-efd5-4e03-818c-d4cf9cb6aab3,UN,Intra,ECOM_PURCHASE,POS/ECOM,ECOM,UNKNOWN,SUCCESS,USD,58.14,USD,58.14,USD,0.93,AMAZON.COM. INC,BookStores,0.0,0.69295881,0.00524862202500001,0.687710187975
78681,2018-03-17 13:24:08,2fea7838-ead6-4fcf-9c52-28f07e3cc659,DE,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,EUR,5.8,EUR,5.8,EUR,0.01,KOLNER VERKEHRSBETRIEB,TransportationSuburbanAndLoca,0.0,0.0087951,0.0584696526,-0.0496745526
78715,2018-03-17 13:33:35,b1165af9-dc1d-420b-b74e-ae058fbb353c,LT,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,EUR,15.23,EUR,15.23,EUR,0.03,Gusto blynine,EatingPlacesRestaurants,0.0,0.0263853,0.05598151881000002,-0.02959621881000002
78719,2018-03-17 13:34:03,976ae12b-1efe-42f7-a3e9-556d1ea6c96a,DE,Inter,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,EUR,200.0,EUR,200.0,EUR,-0.74,FRANKFURTER SPARKASSE,ZMemberFinancialInstitut,0.0,-0.6508374,2.4698574000000004,-3.1206948000000003
78720,2018-03-17 13:34:29,9f64f4b4-fb49-4e0a-aa1e-898d4acac3f2,UN,Intra,ECOM_PURCHASE,POS/ECOM,ECOM,UNKNOWN,SUCCESS,USD,289.4,USD,289.4,USD,4.63,TMOBILE*POSTPAID PDA,TelecommunicationServicesPrepa,0.0,3.44989171,-0.21014607475,3.66003778475
78726,2018-03-17 13:35:30,7c8b79e0-ac54-4f0e-9718-f503b07d6dbd,EE,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,EUR,16.5,EUR,16.5,EUR,0.03,NOP.KOLERI 1,EatingPlacesRestaurants,0.0,0.0263853,0.055646425499999985,-0.029261125499999985
78741,2018-03-17 13:41:12,e6b6d667-e61e-4b55-8e51-86446a65ed70,CH,Inter,POS_PURCHASE,POS/ECOM,MANUAL,PIN,SUCCESS,EUR,31.5,EUR,31.5,EUR,0.38,Alpybus Sarl,BusLines,0.0,0.3342138,0.0516886305,0.2825251695
78764,2018-03-17 13:51:13,f6493e5f-2f60-496d-84e7-d61237238475,GB,Domestic,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,GBP,40.0,GBP,40.0,GBP,-0.18,SURREY SPORTS PARK,ZMemberFinancialInstitut,0.0,-0.18,0.1114,-0.2914
78768,2018-03-17 13:52:24,df6ff9fd-5a16-4377-95e0-75a5c20eadd3,DE,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,EUR,10.47,EUR,10.47,EUR,0.02,STARBUCKS BERLIN ZOO,EatingPlacesRestaurants,0.0,0.0175902,0.057237459089999984,-0.039647259089999984
78788,2018-03-17 13:58:18,2c016bf2-3724-4641-b5e6-d31c356af1f7,ZA,Intra,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,ZAR,50.0,GBP,3.02,GBP,0.03,TUNISIAN DELIGHTS,MiscellaneousFoodStoresConven,0.1641499999999998,0.1941499999999998,0.0558301875,0.1383198124999998
78805,2018-03-17 14:05:12,63f93300-50c1-4cca-b51b-fa891df961a8,BE,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,EUR,26.7,EUR,26.7,EUR,0.05,VESPAZ 1,EatingPlacesRestaurants,0.0,0.0439755,0.052955124899999984,-0.008979624899999983
78809,2018-03-17 14:06:51,d3dd0799-2e78-4244-8bf1-700ad9027ba0,LU,Intra,ECOM_PURCHASE,POS/ECOM,ECOM,UNKNOWN,SUCCESS,EUR,84.48,EUR,84.48,EUR,0.17,AMAZON DE MARKETPLACE,BookStores,0.0,0.1495167,-0.033476255999999996,0.18299295599999998
78810,2018-03-17 14:06:54,d3dd0799-2e78-4244-8bf1-700ad9027ba0,LU,Intra,ECOM_PURCHASE,POS/ECOM,ECOM,UNKNOWN,SUCCESS,EUR,16.99,EUR,16.99,EUR,0.03,AMAZON DE MARKETPLACE,BookStores,0.0,0.0263853,0.040721406375000005,-0.014336106375000005
78828,2018-03-17 14:13:47,ef96da01-e506-41cc-9f30-b81b856d0501,GB,Domestic,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,GBP,190.51,GBP,190.51,GBP,0.38,B A INTERNET SALES,BritishAirwaysBritishA,0.0,0.38,-0.32161999999999996,0.7016199999999999
78846,2018-03-17 14:17:55,d186c8d3-5ef5-40cc-8c58-150c6beaf1e7,UN,Intra,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,USD,26.0,USD,26.0,USD,-0.75,Cardtronics CCSB,ZMemberFinancialInstitut,0.0,-0.55883775,0.0991147361,-0.6579524861
78860,2018-03-17 14:21:16,420b5ffa-7940-41bc-8b0e-894db309b736,PL,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,PLN,19.9,PLN,19.9,PLN,0.04,CDA PL,ComputersComputerPeripheralE,0.0,0.008223359999999999,0.05877266351999999,-0.05054930351999999
78864,2018-03-17 14:22:27,241d0a92-8c56-47f9-96a0-3bbcd7c9c931,CZ,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,CZK,244.16,GBP,8.51,GBP,0.02,Billa Jeremiasova,GroceryStoresSupermarkets,0.1685177600000003,0.18851776000000028,0.05749755532799998,0.13102020467200032
